"City","Population","Elevation","AdministrativeDivision","Country"
"Mascote",18863,59.,"Bahia, Brazil","Brazil"
"Piracuruca",18852,59.,"Piaui, Brazil","Brazil"
"Bambui",18840,6.9e2,"Minas Gerais, Brazil","Brazil"
"Anastacio",23835,1.6e2,"Mato Grosso do Sul, Brazil","Brazil"
"Sao Miguel do Araguaia",23128,3.6e2,"Goias, Brazil","Brazil"
"Águas de Lindóia",18313,8.8e2,"São Paulo, Brazil","Brazil"
"Ceres",18759,6.9e2,"Goias, Brazil","Brazil"
"Garopaba",18138,61.,"Santa Catarina, Brazil","Brazil"
"Brotas",23419,6.8e2,"São Paulo, Brazil","Brazil"
"Pitanga",18652,9.1e2,"Parana, Brazil","Brazil"
"Palmeira",18630,9.1e2,"Parana, Brazil","Brazil"
"Nossa Senhora da Gloria",18612,2.8e2,"Sergipe, Brazil","Brazil"
"Ipameri",18607,7.5e2,"Goias, Brazil","Brazil"
"Santa Terezinha de Itaipu",20841,2.7e2,"Parana, Brazil","Brazil"
"Sao Marcos",18591,7.5e2,"Rio Grande Do Sul, Brazil","Brazil"
"Itinga do Maranhao",24863,"QuantityMagnitude[Missing[""NotAvailable""]]","Maranhao, Brazil","Brazil"
"Tapes",18570,7.,"Rio Grande Do Sul, Brazil","Brazil"
"Palmital",22094,5.1e2,"São Paulo, Brazil","Brazil"
"Cassilandia",21546,4.7e2,"Mato Grosso do Sul, Brazil","Brazil"
"Santa Gertrudes",24737,6.3e2,"São Paulo, Brazil","Brazil"
"Martinopolis",25805,4.8e2,"São Paulo, Brazil","Brazil"
"Belo Oriente",23397,2.9e2,"Minas Gerais, Brazil","Brazil"
"Jacutinga",18469,8.5e2,"Minas Gerais, Brazil","Brazil"
"Ibia",18428,8.9e2,"Minas Gerais, Brazil","Brazil"
"Paraipaba",18423,9.,"Ceara, Brazil","Brazil"
"Santo Amaro da Imperatriz",17602,31.,"Santa Catarina, Brazil","Brazil"
"Simao Dias",18385,2.6e2,"Sergipe, Brazil","Brazil"
"Areia Branca",18372,7.,"Rio Grande do Norte, Brazil","Brazil"
"Brodowski",23460,7.9e2,"São Paulo, Brazil","Brazil"
"Ibirama",18357,1.8e2,"Santa Catarina, Brazil","Brazil"
"Cicero Dantas",18317,4.1e2,"Bahia, Brazil","Brazil"
"Capivari de Baixo",23982,"QuantityMagnitude[Missing[""NotAvailable""]]","Santa Catarina, Brazil","Brazil"
"Tres de Maio",18278,3.4e2,"Rio Grande Do Sul, Brazil","Brazil"
"Sao Domingos do Maranhao",18275,2.5e2,"Maranhao, Brazil","Brazil"
"Guara",20911,5.6e2,"São Paulo, Brazil","Brazil"
"Miguelopolis",21728,5.1e2,"São Paulo, Brazil","Brazil"
"Apiai",25211,9.8e2,"São Paulo, Brazil","Brazil"
"Loanda",18233,4.8e2,"Parana, Brazil","Brazil"
"Sao Jose do Egito",18218,5.9e2,"Pernambuco, Brazil","Brazil"
"Soure",22244,13.,"Para, Brazil","Brazil"
"Sertania",18190,5.9e2,"Pernambuco, Brazil","Brazil"
"Guaraciaba do Norte",18186,9.1e2,"Ceara, Brazil","Brazil"
"Ivoti",22012,1.e2,"Rio Grande Do Sul, Brazil","Brazil"
"Jaiba",33587,4.9e2,"Minas Gerais, Brazil","Brazil"
"Santo Antonio de Posse",22389,6.5e2,"São Paulo, Brazil","Brazil"
"Bela Vista",23181,2.1e2,"Mato Grosso do Sul, Brazil","Brazil"
"Monte Azul Paulista",19304,5.8e2,"São Paulo, Brazil","Brazil"
"Custodia",18107,5.6e2,"Pernambuco, Brazil","Brazil"
"Floresta",18100,3.2e2,"Pernambuco, Brazil","Brazil"
"Herval dOeste",21239,2.9e2,"Santa Catarina, Brazil","Brazil"
"Guarai",23200,"QuantityMagnitude[Missing[""NotAvailable""]]","Tocantins, Brazil","Brazil"
"Carauari",18059,81.,"Amazonas, Brazil","Brazil"
"Pompeia",21375,5.4e2,"São Paulo, Brazil","Brazil"
"Extremoz",17991,42.,"Rio Grande do Norte, Brazil","Brazil"
"Tamandare",18999,4.,"Pernambuco, Brazil","Brazil"
"Nova Prata",23600,7.4e2,"Rio Grande Do Sul, Brazil","Brazil"
"Jarinu",27473,7.9e2,"São Paulo, Brazil","Brazil"
"Timbiras",17875,44.,"Maranhao, Brazil","Brazil"
"Boca da Mata",27590,1.7e2,"Alagoas, Brazil","Brazil"
"Camanducaia",20212,9.9e2,"Minas Gerais, Brazil","Brazil"
"Perdoes",17821,8.6e2,"Minas Gerais, Brazil","Brazil"
"Monteiro",17726,6.1e2,"Paraiba, Brazil","Brazil"
"Lagoa do Itaenga",17719,1.5e2,"Pernambuco, Brazil","Brazil"
"Buriti Bravo",17692,2.1e2,"Maranhao, Brazil","Brazil"
"Bastos",21067,4.3e2,"São Paulo, Brazil","Brazil"
"Itabera",18015,6.7e2,"São Paulo, Brazil","Brazil"
"Barra Velha",22386,22.,"Santa Catarina, Brazil","Brazil"
"Campos Sales",17648,5.7e2,"Ceara, Brazil","Brazil"
"Estreito",17647,2.2e2,"Maranhao, Brazil","Brazil"
"Piuma",18597,27.,"Espirito Santo, Brazil","Brazil"
"Afrânio",17578,5.1e2,"Pernambuco, Brazil","Brazil"
"Conceicao da Macabu",17552,1.1e2,"Rio de Janeiro, Brazil","Brazil"
"Espinosa",17548,5.7e2,"Minas Gerais, Brazil","Brazil"
"Itapemirim",17536,14.,"Espirito Santo, Brazil","Brazil"
"Mari",17535,1.3e2,"Paraiba, Brazil","Brazil"
"Quatro Barras",17526,9.1e2,"Parana, Brazil","Brazil"
"Cacapava do Sul",17522,4.2e2,"Rio Grande Do Sul, Brazil","Brazil"
"Jandaia do Sul",17507,7.8e2,"Parana, Brazil","Brazil"
"Pirajui",24546,4.8e2,"São Paulo, Brazil","Brazil"
"Tupancireta",17488,4.5e2,"Rio Grande Do Sul, Brazil","Brazil"
"Barreirinhas",17437,10.,"Maranhao, Brazil","Brazil"
"Guaranesia",17437,7.8e2,"Minas Gerais, Brazil","Brazil"
"Tocantinopolis",22619,1.5e2,"Tocantins, Brazil","Brazil"
"Gloria do Goita",17374,1.5e2,"Pernambuco, Brazil","Brazil"
"Ibotirama",27405,4.2e2,"Bahia, Brazil","Brazil"
"Porto Calvo",17346,51.,"Alagoas, Brazil","Brazil"
"Aparecida do Taboado",17332,3.9e2,"Mato Grosso do Sul, Brazil","Brazil"
"Alianca",37415,1.2e2,"Pernambuco, Brazil","Brazil"
"Itororo",17324,2.6e2,"Bahia, Brazil","Brazil"
"Capim Grosso",17322,4.1e2,"Bahia, Brazil","Brazil"
"Mendes",17308,4.8e2,"Rio de Janeiro, Brazil","Brazil"
"Tres Passos",17286,4.3e2,"Rio Grande Do Sul, Brazil","Brazil"
"Nova Hartz",18346,"QuantityMagnitude[Missing[""NotAvailable""]]","Rio Grande Do Sul, Brazil","Brazil"
"Sao Bento",17245,9.,"Maranhao, Brazil","Brazil"
"Santo Anastacio",21044,4.2e2,"São Paulo, Brazil","Brazil"
"Pindobacu",17229,4.6e2,"Bahia, Brazil","Brazil"
"Lavras da Mangabeira",17221,2.5e2,"Ceara, Brazil","Brazil"
"Regente Feijo",19733,4.9e2,"São Paulo, Brazil","Brazil"
"Encruzilhada do Sul",17199,4.1e2,"Rio Grande Do Sul, Brazil","Brazil"
"Penalva",17186,17.,"Maranhao, Brazil","Brazil"
"Santa Quiteria do Maranhao",17174,20.,"Maranhao, Brazil","Brazil"
"Viradouro",17172,5.5e2,"São Paulo, Brazil","Brazil"
"Ipero",33367,5.5e2,"São Paulo, Brazil","Brazil"
"Itabaianinha",17149,2.e2,"Sergipe, Brazil","Brazil"
"Cha Grande",17112,5.1e2,"Pernambuco, Brazil","Brazil"
"Ipueiras",37862,5.8e2,"Ceara, Brazil","Brazil"
"Araguatins",34810,1.e2,"Tocantins, Brazil","Brazil"
"Mombaca",17065,2.5e2,"Ceara, Brazil","Brazil"
"Sao Jeronimo",17056,28.,"Rio Grande Do Sul, Brazil","Brazil"
"Solanea",17030,5.6e2,"Paraiba, Brazil","Brazil"
"Nova Santa Rita",22716,"QuantityMagnitude[Missing[""NotAvailable""]]","Rio Grande Do Sul, Brazil","Brazil"
"Sacramento",23896,8.7e2,"Minas Gerais, Brazil","Brazil"
"Barroso",20484,9.4e2,"Minas Gerais, Brazil","Brazil"
"Tabira",16926,5.6e2,"Pernambuco, Brazil","Brazil"
"Machadinho dOeste",37899,1.6e2,"Rondonia, Brazil","Brazil"
"Riachao do Jacuipe",16911,2.3e2,"Bahia, Brazil","Brazil"
"Silva Jardim",16888,23.,"Rio de Janeiro, Brazil","Brazil"
"Nova Mutum",42607,"QuantityMagnitude[Missing[""NotAvailable""]]","Mato Grosso, Brazil","Brazil"
"Rio Preto da Eva",16810,60.,"Amazonas, Brazil","Brazil"
"Iracemapolis",22557,5.9e2,"São Paulo, Brazil","Brazil"
"Campo Alegre",16785,1.8e2,"Alagoas, Brazil","Brazil"
"Aragarcas",18305,3.3e2,"Goias, Brazil","Brazil"
"Arari",16777,6.,"Maranhao, Brazil","Brazil"
"Seabra",16764,8.1e2,"Bahia, Brazil","Brazil"
"Itaocara",16762,1.e2,"Rio de Janeiro, Brazil","Brazil"
"Apodi",16757,71.,"Rio Grande do Norte, Brazil","Brazil"
"Ubirata",21558,"QuantityMagnitude[Missing[""NotAvailable""]]","Parana, Brazil","Brazil"
"Piracanjuba",16736,7.6e2,"Goias, Brazil","Brazil"
"Santo Antonio do Amparo",17345,9.8e2,"Minas Gerais, Brazil","Brazil"
"Bom Jesus de Goias",20727,"QuantityMagnitude[Missing[""NotAvailable""]]","Goias, Brazil","Brazil"
"Itapecerica",16684,8.5e2,"Minas Gerais, Brazil","Brazil"
"Buritis",16684,"QuantityMagnitude[Missing[""NotAvailable""]]","Rondonia, Brazil","Brazil"
"Itapissuma",16673,13.,"Pernambuco, Brazil","Brazil"
"Amaraji",16660,3.e2,"Pernambuco, Brazil","Brazil"
"Carandai",16657,1.1e3,"Minas Gerais, Brazil","Brazil"
"Jeremoabo",16642,2.7e2,"Bahia, Brazil","Brazil"
"Encantado",16637,1.e2,"Rio Grande Do Sul, Brazil","Brazil"
"Vicosa do Ceara",16636,6.3e2,"Ceara, Brazil","Brazil"
"Tabuleiro do Norte",29204,81.,"Ceara, Brazil","Brazil"
"Monte Santo de Minas",16617,9.2e2,"Minas Gerais, Brazil","Brazil"
"Rio Verde de Mato Grosso",16613,3.8e2,"Mato Grosso do Sul, Brazil","Brazil"
"Mocajuba",16567,4.,"Para, Brazil","Brazil"
"Tapiramuta",16544,8.2e2,"Bahia, Brazil","Brazil"
"Tarauaca",16526,1.8e2,"Acre, Brazil","Brazil"
"Senador Pompeu",16515,1.9e2,"Ceara, Brazil","Brazil"
"Julio de Castilhos",16486,5.1e2,"Rio Grande Do Sul, Brazil","Brazil"
"Varjota",16462,1.8e2,"Ceara, Brazil","Brazil"
"Agua Preta",16444,1.1e2,"Pernambuco, Brazil","Brazil"
"Ipubi",16424,5.8e2,"Pernambuco, Brazil","Brazil"
"Orleans",16422,1.6e2,"Santa Catarina, Brazil","Brazil"
"Aguas Vermelhas",16409,7.9e2,"Minas Gerais, Brazil","Brazil"
"Pirai do Sul",16409,1.e3,"Parana, Brazil","Brazil"
"Alagoa Grande",16406,1.3e2,"Paraiba, Brazil","Brazil"
"Tuntum",16402,1.1e2,"Maranhao, Brazil","Brazil"
"Parelhas",16377,2.7e2,"Rio Grande do Norte, Brazil","Brazil"
"Jussara",19153,3.3e2,"Goias, Brazil","Brazil"
"Aluminio",18061,"QuantityMagnitude[Missing[""NotAvailable""]]","São Paulo, Brazil","Brazil"
"Carmo do Cajuru",16332,7.6e2,"Minas Gerais, Brazil","Brazil"
"Arroio do Meio",18878,35.,"Rio Grande Do Sul, Brazil","Brazil"
"Oros",21389,2.e2,"Ceara, Brazil","Brazil"
"Monte Aprazivel",23857,4.6e2,"São Paulo, Brazil","Brazil"
"Augusto Correa",16279,25.,"Para, Brazil","Brazil"
"Muzambinho",20432,1.e3,"Minas Gerais, Brazil","Brazil"
"Sao Joaquim",26447,1.4e3,"Santa Catarina, Brazil","Brazil"
"Sao Domingos do Araguaia",23130,"QuantityMagnitude[Missing[""NotAvailable""]]","Para, Brazil","Brazil"
"Buritis",16243,5.5e2,"Minas Gerais, Brazil","Brazil"
"Piritiba",16230,5.5e2,"Bahia, Brazil","Brazil"
"Carolina",16228,1.7e2,"Maranhao, Brazil","Brazil"
"Paranapanema",19357,6.2e2,"São Paulo, Brazil","Brazil"
"Macatuba",17013,5.8e2,"São Paulo, Brazil","Brazil"
"Conceicao das Alagoas",16152,5.1e2,"Minas Gerais, Brazil","Brazil"
"Antonina",18891,21.,"Parana, Brazil","Brazil"
"Cachoeira",34535,37.,"Bahia, Brazil","Brazil"
"Rubiataba",16128,6.e2,"Goias, Brazil","Brazil"
"Padre Bernardo",16118,7.e2,"Goias, Brazil","Brazil"
"Itapaci",16117,5.4e2,"Goias, Brazil","Brazil"
"Arroio Grande",18949,27.,"Rio Grande Do Sul, Brazil","Brazil"
"Cabrobo",16096,3.3e2,"Pernambuco, Brazil","Brazil"
"Normandia",16096,"QuantityMagnitude[Missing[""NotAvailable""]]","Roraima, Brazil","Brazil"
"Maragogi",16066,24.,"Alagoas, Brazil","Brazil"
"Fonte Boa",16060,81.,"Amazonas, Brazil","Brazil"
"Nova Petropolis",19058,5.3e2,"Rio Grande Do Sul, Brazil","Brazil"
"Santa Helena",16045,7.,"Maranhao, Brazil","Brazil"
"Capela",16023,1.6e2,"Sergipe, Brazil","Brazil"
"Buerarema",16001,1.3e2,"Bahia, Brazil","Brazil"
"Ipaba",15970,2.2e2,"Minas Gerais, Brazil","Brazil"
"Buri",19570,5.9e2,"São Paulo, Brazil","Brazil"
"Itaobim",21001,2.9e2,"Minas Gerais, Brazil","Brazil"
"Valparaiso",15938,4.3e2,"São Paulo, Brazil","Brazil"
"Pombos",15894,1.9e2,"Pernambuco, Brazil","Brazil"
"Itaporanga",15890,3.e2,"Paraiba, Brazil","Brazil"
"Satuba",15887,21.,"Alagoas, Brazil","Brazil"
"Valenca do Piaui",15881,3.1e2,"Piaui, Brazil","Brazil"
"Conde",15859,28.,"Paraiba, Brazil","Brazil"
"Coronel Vivida",15841,7.6e2,"Parana, Brazil","Brazil"
"Conceicao da Feira",15834,2.2e2,"Bahia, Brazil","Brazil"
"Ladario",17918,1.e2,"Mato Grosso do Sul, Brazil","Brazil"
"Vitoria do Mearim",15775,7.,"Maranhao, Brazil","Brazil"
"Imbe",17670,"QuantityMagnitude[Missing[""NotAvailable""]]","Rio Grande Do Sul, Brazil","Brazil"
"Paraguacu",15741,8.2e2,"Minas Gerais, Brazil","Brazil"
"Lajinha",15729,5.2e2,"Minas Gerais, Brazil","Brazil"
"Wenceslau Braz",15726,8.e2,"Parana, Brazil","Brazil"
"Nova Granada",20717,5.e2,"São Paulo, Brazil","Brazil"
"Morretes",15712,1.4e2,"Parana, Brazil","Brazil"
"Diamantino",15699,2.9e2,"Mato Grosso, Brazil","Brazil"
"Itatinga",19738,8.5e2,"São Paulo, Brazil","Brazil"
"Anicuns",20239,7.2e2,"Goias, Brazil","Brazil"
"Uniao",15677,50.,"Piaui, Brazil","Brazil"
"Saubara",15662,0,"Bahia, Brazil","Brazil"
"Novo Progresso",25124,2.5e2,"Para, Brazil","Brazil"
"Ubata",15604,1.1e2,"Bahia, Brazil","Brazil"
"Cordeiro",15601,5.6e2,"Rio de Janeiro, Brazil","Brazil"
"Nova Era",15595,5.5e2,"Minas Gerais, Brazil","Brazil"
"Rolante",15594,1.6e2,"Rio Grande Do Sul, Brazil","Brazil"
"Campos Belos",18410,5.2e2,"Goias, Brazil","Brazil"
"Sao Gabriel do Oeste",25443,"QuantityMagnitude[Missing[""NotAvailable""]]","Mato Grosso do Sul, Brazil","Brazil"
"Venda Nova do Imigrante",23744,"QuantityMagnitude[Missing[""NotAvailable""]]","Espirito Santo, Brazil","Brazil"
"Dom Pedro",15570,89.,"Maranhao, Brazil","Brazil"
"Conde",15557,8.,"Bahia, Brazil","Brazil"
"Belem",17594,3.1e2,"Paraiba, Brazil","Brazil"
"Manhumirim",15544,6.4e2,"Minas Gerais, Brazil","Brazil"
"Rio Formoso",22151,44.,"Pernambuco, Brazil","Brazil"
"Itajuipe",15516,2.2e2,"Bahia, Brazil","Brazil"
"Schroeder",15316,39.,"Santa Catarina, Brazil","Brazil"
"Aurelino Leal",13089,87.,"Bahia, Brazil","Brazil"
"Anchieta",27624,"QuantityMagnitude[Missing[""NotAvailable""]]","Espirito Santo, Brazil","Brazil"
"Prado",15464,7.,"Bahia, Brazil","Brazil"
"Jequitinhonha",15463,2.1e2,"Minas Gerais, Brazil","Brazil"
"Vazante",15459,6.8e2,"Minas Gerais, Brazil","Brazil"
"Sao Miguel do Iguacu",15434,3.1e2,"Parana, Brazil","Brazil"
"Aracoiaba da Serra",31321,6.5e2,"São Paulo, Brazil","Brazil"
"Trizidela do Vale",18953,"QuantityMagnitude[Missing[""NotAvailable""]]","Maranhao, Brazil","Brazil"
"Sao Jose de Mipibu",15298,31.,"Rio Grande do Norte, Brazil","Brazil"
"Fatima do Sul",19200,"QuantityMagnitude[Missing[""NotAvailable""]]","Mato Grosso do Sul, Brazil","Brazil"
"Demerval Lobao",15265,1.2e2,"Piaui, Brazil","Brazil"
"Medeiros Neto",15254,2.3e2,"Bahia, Brazil","Brazil"
"Olho dAgua das Flores",21767,2.8e2,"Alagoas, Brazil","Brazil"
"Sao Gabriel da Cachoeira",15231,76.,"Amazonas, Brazil","Brazil"
"Campos Verdes",5020,"QuantityMagnitude[Missing[""NotAvailable""]]","Goias, Brazil","Brazil"
"Candelaria",15199,52.,"Rio Grande Do Sul, Brazil","Brazil"
"Teodoro Sampaio",22675,3.5e2,"São Paulo, Brazil","Brazil"
"Governador Celso Ramos",12999,7.2e2,"Santa Catarina, Brazil","Brazil"
"Sarandi",15158,5.e2,"Rio Grande Do Sul, Brazil","Brazil"
"Pinhao",15141,1.1e3,"Parana, Brazil","Brazil"
"Resplendor",15131,1.3e2,"Minas Gerais, Brazil","Brazil"
"Parati",37533,8.,"Rio de Janeiro, Brazil","Brazil"
"Santa Cecilia",16421,1.1e3,"Santa Catarina, Brazil","Brazil"
"Araci",15088,2.6e2,"Bahia, Brazil","Brazil"
"Cajueiro",15062,2.2e2,"Alagoas, Brazil","Brazil"
"Governador Nunes Freire",25401,"QuantityMagnitude[Missing[""NotAvailable""]]","Maranhao, Brazil","Brazil"
"Cruzeiro do Oeste",15057,4.5e2,"Parana, Brazil","Brazil"
"Colina",18245,6.1e2,"São Paulo, Brazil","Brazil"
"Itamaraca",24413,24.,"Pernambuco, Brazil","Brazil"
"Pontal do Parana",14969,0,"Parana, Brazil","Brazil"
"Formoso do Araguaia",18369,2.6e2,"Tocantins, Brazil","Brazil"
"Engenheiro Beltrao",14954,4.e2,"Parana, Brazil","Brazil"
"Itau de Minas",14888,7.6e2,"Minas Gerais, Brazil","Brazil"
"Madre de Deus",14887,0,"Bahia, Brazil","Brazil"
"Porto Franco",14873,1.4e2,"Maranhao, Brazil","Brazil"
"Sao Lourenco do Oeste",14871,7.6e2,"Santa Catarina, Brazil","Brazil"
"Senges",14867,6.8e2,"Parana, Brazil","Brazil"
"Mandaguacu",14866,5.8e2,"Parana, Brazil","Brazil"
"Tres Barras",14855,7.7e2,"Santa Catarina, Brazil","Brazil"
"Boquim",14848,1.6e2,"Sergipe, Brazil","Brazil"
"Sao Goncalo dos Campos",14822,2.2e2,"Bahia, Brazil","Brazil"
"Jucas",14821,2.6e2,"Ceara, Brazil","Brazil"
"Joaquim Gomes",24280,1.3e2,"Alagoas, Brazil","Brazil"
"Lucelia",21196,4.4e2,"São Paulo, Brazil","Brazil"
"Pio XII",14773,42.,"Maranhao, Brazil","Brazil"
"Sao Simao",17088,4.8e2,"Goias, Brazil","Brazil"
"Triunfo",14749,11.,"Rio Grande Do Sul, Brazil","Brazil"
"Inhambupe",14735,1.8e2,"Bahia, Brazil","Brazil"
"Brasilia de Minas",14728,7.2e2,"Minas Gerais, Brazil","Brazil"
"Porto Belo",14720,71.,"Santa Catarina, Brazil","Brazil"
"Planalto",14719,9.4e2,"Bahia, Brazil","Brazil"
"Santana do Acarau",14707,51.,"Ceara, Brazil","Brazil"
"Clevelandia",14701,9.8e2,"Parana, Brazil","Brazil"
"Santa Maria da Boa Vista",14695,3.7e2,"Pernambuco, Brazil","Brazil"
"Pirapora do Bom Jesus",17646,7.6e2,"São Paulo, Brazil","Brazil"
"Medina",14686,6.4e2,"Minas Gerais, Brazil","Brazil"
"Miranda do Norte",24427,"QuantityMagnitude[Missing[""NotAvailable""]]","Maranhao, Brazil","Brazil"
"Parambu",14656,4.8e2,"Ceara, Brazil","Brazil"
"Itambacuri",14652,5.2e2,"Minas Gerais, Brazil","Brazil"
"Cedro",14644,2.5e2,"Ceara, Brazil","Brazil"
"Sao Joaquim de Bicas",14630,7.5e2,"Minas Gerais, Brazil","Brazil"
"Altinopolis",16179,9.4e2,"São Paulo, Brazil","Brazil"
"Macaubas",14597,7.9e2,"Bahia, Brazil","Brazil"
"Otacilio Costa",14557,8.5e2,"Santa Catarina, Brazil","Brazil"
"Nossa Senhora das Dores",14550,1.4e2,"Sergipe, Brazil","Brazil"
"Sao Joao Batista",14538,30.,"Santa Catarina, Brazil","Brazil"
"Novo Oriente",14529,3.4e2,"Ceara, Brazil","Brazil"
"Ivinhema",22975,2.4e2,"Mato Grosso do Sul, Brazil","Brazil"
"Lambari",20564,8.8e2,"Minas Gerais, Brazil","Brazil"
"Acucena",14505,6.1e2,"Minas Gerais, Brazil","Brazil"
"Bonito",19587,3.e2,"Mato Grosso do Sul, Brazil","Brazil"
"Marco",14501,22.,"Ceara, Brazil","Brazil"
"Angatuba",24161,6.2e2,"São Paulo, Brazil","Brazil"
"Espigao dOeste",32712,2.5e2,"Rondonia, Brazil","Brazil"
"Agrestina",14452,4.3e2,"Pernambuco, Brazil","Brazil"
"Carmo do Rio Claro",20070,8.3e2,"Minas Gerais, Brazil","Brazil"
"Ibipeba",14428,6.7e2,"Bahia, Brazil","Brazil"
"Boca do Acre",14427,1.1e2,"Amazonas, Brazil","Brazil"
"Horizontina",19232,3.e2,"Rio Grande Do Sul, Brazil","Brazil"
"Luz",14396,6.9e2,"Minas Gerais, Brazil","Brazil"
"Cassia",14391,7.6e2,"Minas Gerais, Brazil","Brazil"
"Macaparana",14362,3.7e2,"Pernambuco, Brazil","Brazil"
"Formosa do Rio Preto",14354,4.9e2,"Bahia, Brazil","Brazil"
"Acajutiba",14348,1.8e2,"Bahia, Brazil","Brazil"
"Bela Vista do Paraiso",14332,6.2e2,"Parana, Brazil","Brazil"
"Sao Francisco de Assis",14305,1.1e2,"Rio Grande Do Sul, Brazil","Brazil"
"Conchas",17406,4.9e2,"São Paulo, Brazil","Brazil"
"Tamboril",14292,3.2e2,"Ceara, Brazil","Brazil"
"Iuna",14290,6.9e2,"Espirito Santo, Brazil","Brazil"
"Bela Vista de Goias",24554,8.1e2,"Goias, Brazil","Brazil"
"Ampere",14274,5.1e2,"Parana, Brazil","Brazil"
"Potim",22453,"QuantityMagnitude[Missing[""NotAvailable""]]","São Paulo, Brazil","Brazil"
"Cerqueira Cesar",19109,7.2e2,"São Paulo, Brazil","Brazil"
"Panorama",14227,2.8e2,"São Paulo, Brazil","Brazil"
"Sirinhaem",14220,6.1e2,"Pernambuco, Brazil","Brazil"
"Iguai",14217,3.8e2,"Bahia, Brazil","Brazil"
"Bady Bassitt",16359,5.1e2,"São Paulo, Brazil","Brazil"
"Sao Jose do Belmonte",14211,4.9e2,"Pernambuco, Brazil","Brazil"
"Maraial",14203,3.3e2,"Pernambuco, Brazil","Brazil"
"Ibiruba",14180,4.4e2,"Rio Grande Do Sul, Brazil","Brazil"
"Redencao",14174,1.4e2,"Ceara, Brazil","Brazil"
"Maracacume",14164,42.,"Maranhao, Brazil","Brazil"
"Nova Xavantina",20519,2.9e2,"Mato Grosso, Brazil","Brazil"
"Ipiranga",14150,7.9e2,"Parana, Brazil","Brazil"
"Porteirinha",14144,6.1e2,"Minas Gerais, Brazil","Brazil"
"Chopinzinho",14141,7.1e2,"Parana, Brazil","Brazil"
"Barauna",14112,98.,"Rio Grande do Norte, Brazil","Brazil"
"Guapiacu",14065,5.3e2,"São Paulo, Brazil","Brazil"
"Tapejara",14064,6.6e2,"Rio Grande Do Sul, Brazil","Brazil"
"Manicore",14055,41.,"Amazonas, Brazil","Brazil"
"Mimoso do Sul",14044,93.,"Espirito Santo, Brazil","Brazil"
"America Dourada",14015,7.2e2,"Bahia, Brazil","Brazil"
"Benjamin Constant",13998,69.,"Amazonas, Brazil","Brazil"
"Francisco Sa",13997,6.5e2,"Minas Gerais, Brazil","Brazil"
"Corrente",25407,4.5e2,"Piaui, Brazil","Brazil"
"Junqueiropolis",20066,4.2e2,"São Paulo, Brazil","Brazil"
"Agua Boa",13963,"QuantityMagnitude[Missing[""NotAvailable""]]","Mato Grosso, Brazil","Brazil"
"Morro da Fumaca",16128,6.,"Santa Catarina, Brazil","Brazil"
"Camamu",13924,8.,"Bahia, Brazil","Brazil"
"Agua Branca",13912,2.5e2,"Piaui, Brazil","Brazil"
"Sertanopolis",13903,3.7e2,"Parana, Brazil","Brazil"
"Pedras de Fogo",13894,1.1e2,"Paraiba, Brazil","Brazil"
"Castro Alves",13868,2.6e2,"Bahia, Brazil","Brazil"
"Siquera Campos",13866,6.5e2,"Parana, Brazil","Brazil"
"Alto Alegre do Maranhao",24599,"QuantityMagnitude[Missing[""NotAvailable""]]","Maranhao, Brazil","Brazil"
"Potirendaba",13865,4.4e2,"São Paulo, Brazil","Brazil"
"Maravilha",13865,4.7e2,"Santa Catarina, Brazil","Brazil"
"Itaiba",13864,5.1e2,"Pernambuco, Brazil","Brazil"
"Caarapo",13863,4.7e2,"Mato Grosso do Sul, Brazil","Brazil"
"Canarana",13859,"QuantityMagnitude[Missing[""NotAvailable""]]","Mato Grosso, Brazil","Brazil"
"Piquete",14123,6.7e2,"São Paulo, Brazil","Brazil"
"Chapadao do Sul",13843,"QuantityMagnitude[Missing[""NotAvailable""]]","Mato Grosso do Sul, Brazil","Brazil"
"Areia",13824,5.6e2,"Paraiba, Brazil","Brazil"
"Cerejeiras",17959,"QuantityMagnitude[Missing[""NotAvailable""]]","Rondonia, Brazil","Brazil"
"Ubajara",13802,8.5e2,"Ceara, Brazil","Brazil"
"Bom Sucesso",13786,8.8e2,"Minas Gerais, Brazil","Brazil"
"Cananeia",12377,7.,"São Paulo, Brazil","Brazil"
"Cafelandia",13777,4.7e2,"São Paulo, Brazil","Brazil"
"Ecoporanga",13774,2.5e2,"Espirito Santo, Brazil","Brazil"
"Jaguare",13773,"QuantityMagnitude[Missing[""NotAvailable""]]","Espirito Santo, Brazil","Brazil"
"Caapora",13769,31.,"Paraiba, Brazil","Brazil"
"Correia Pinto",13752,8.4e2,"Santa Catarina, Brazil","Brazil"
"Miguel Calmon",13747,5.5e2,"Bahia, Brazil","Brazil"
"Rio Pomba",13706,4.5e2,"Minas Gerais, Brazil","Brazil"
"Getulio Vargas",13695,7.6e2,"Rio Grande Do Sul, Brazil","Brazil"
"Chapada dos Guimaraes",13650,7.1e2,"Mato Grosso, Brazil","Brazil"
"Pontalina",13639,6.5e2,"Goias, Brazil","Brazil"
"Pirenopolis",13615,7.5e2,"Goias, Brazil","Brazil"
"Regeneracao",13608,1.6e2,"Piaui, Brazil","Brazil"
"Inhapim",13593,5.2e2,"Minas Gerais, Brazil","Brazil"
"Presidente Olegario",13586,1.e3,"Minas Gerais, Brazil","Brazil"
